"Age","Gender","Dependents","Education","Marital Status","Annual Salary","Card Type","Months of Relationship","Products","Iterations 12m","Number of Months Inactive 12m","Transactions Amount 12m","Transactions 12m","Credit Limit"
49,"F",4,"mestrado","solteiro","menos que $40K","blue",42,4,4,3,3825.26,70,2162.24
47,"M",4,"sem educacao formal","solteiro","$120K +","blue",37,3,6,2,1736.17,35,34516.6
53,"F",4,"mestrado","solteiro","nao informado","gold",41,5,2,1,4390.79,77,34516.14
44,"M",1,"graduacao","divorciado","$80K - $120K","silver",39,2,2,3,1853.88,36,34516.73
41,"M",3,"doutorado","divorciado","$120K +","blue",29,6,3,1,4855.73,79,3491.1
52,"F",3,"mestrado","divorciado","menos que $40K","blue",41,3,4,3,3953.2,65,6060.1
48,"F",3,"mestrado","divorciado","nao informado","blue",41,3,3,4,3512.51,76,7860.95
48,"M",4,"graduacao","casado","$80K - $120K","blue",32,5,3,2,1533.03,41,25190.82
50,"M",4,"graduacao","divorciado","$60K - $80K","blue",44,4,3,2,2204.65,60,13911.78
51,"M",1,"ensino medio","solteiro","$60K - $80K","blue",36,6,4,4,4241.45,76,2281.46
43,"M",3,"mestrado","solteiro","$60K - $80K","blue",35,3,2,3,3710.12,70,5652.54
44,"F",3,"nao informado","solteiro","menos que $40K","blue",36,3,2,2,2418.87,44,1606.81
45,"F",3,"mestrado","casado","nao informado","blue",41,5,2,4,4442.27,64,2777.89
40,"M",3,"mestrado","casado","$60K - $80K","blue",36,4,4,4,3331.36,67,2223.68
48,"M",4,"doutorado","casado","$40K - $60K","blue",29,6,2,1,4020.9,84,2916.08
45,"M",2,"nao informado","casado","$120K +","blue",40,4,4,4,4717.45,71,16476.1
44,"F",2,"mestrado","casado","menos que $40K","blue",30,3,3,2,2216.07,54,9598.7
42,"M",1,"sem educacao formal","divorciado","$60K - $80K","blue",30,3,2,2,4036.46,78,18570.29
54,"F",4,"mestrado","solteiro","menos que $40K","silver",36,3,3,2,1711.52,30,13626.16
29,"F",2,"nao informado","solteiro","menos que $40K","blue",21,4,2,3,4814.37,88,2298.68
40,"F",3,"graduacao","casado","nao informado","blue",36,4,4,2,4275.44,83,9191.65
58,"F",2,"ensino medio","solteiro","menos que $40K","blue",50,4,4,3,4196.53,71,1438.58
50,"F",1,"doutorado","casado","nao informado","blue",37,6,3,4,3057.7,54,4181.87
48,"M",3,"graduacao","casado","$40K - $60K","blue",35,3,3,1,4177.31,85,2592.44
51,"F",3,"ensino medio","casado","menos que $40K","blue",40,6,3,3,4755.65,58,7540.5
43,"F",3,"graduacao","divorciado","menos que $40K","blue",31,6,3,4,4802.34,82,1477.08
58,"F",0,"sem educacao formal","solteiro","menos que $40K","blue",48,6,4,2,4335.87,76,2628.61
46,"M",1,"mestrado","solteiro","$80K - $120K","blue",41,4,3,2,2773.09,62,8916.33
52,"F",1,"doutorado","casado","nao informado","blue",42,5,2,1,4435.6,67,1481.02
44,"F",1,"sem educacao formal","nao informado","menos que $40K","blue",39,4,1,2,3811.82,65,1555.13
45,"M",3,"sem educacao formal","casado","menos que $40K","blue",39,3,4,3,1880.36,37,8580.03
48,"F",4,"mestrado","casado","$40K - $60K","silver",43,3,0,1,1732.36,35,21163.97
39,"F",0,"mestrado","casado","menos que $40K","blue",36,3,3,3,4876.55,74,2936.03
56,"F",1,"mestrado","casado","menos que $40K","blue",51,3,4,3,3877.31,70,1438.41
54,"M",2,"mestrado","solteiro","$60K - $80K","silver",45,2,2,3,1980.53,36,30540.13
47,"M",5,"ensino medio","casado","$60K - $80K","blue",38,4,2,1,3943.7,64,7357.46
44,"F",4,"sem educacao formal","casado","menos que $40K","silver",36,6,0,3,3490.5,62,11879.92
52,"M",3,"sem educacao formal","casado","$80K - $120K","blue",40,4,3,1,3283.65,56,21877.34
42,"M",3,"ensino medio","solteiro","$60K - $80K","blue",35,4,3,3,3148.22,62,7255.44
55,"F",2,"ensino medio","solteiro","menos que $40K","blue",36,2,2,1,3470.24,69,6394.86
49,"M",2,"ensino medio","divorciado","$80K - $120K","blue",36,4,4,2,1789.85,48,34516.43
38,"M",5,"graduacao","solteiro","$60K - $80K","blue",25,4,0,3,4599.87,89,5597.64
42,"M",4,"mestrado","solteiro","$80K - $120K","blue",33,4,2,2,4374.44,79,32535.47
38,"F",4,"mestrado","solteiro","menos que $40K","blue",26,2,2,2,1849.81,36,4391.66
46,"M",4,"ensino medio","nao informado","$40K - $60K","blue",41,6,2,1,3121.62,60,8738
42,"F",2,"doutorado","casado","menos que $40K","blue",32,6,0,6,4172.52,70,1592.86
65,"M",0,"doutorado","solteiro","menos que $40K","blue",52,3,4,3,3798.39,53,3675.61
48,"M",4,"ensino medio","solteiro","$120K +","blue",39,3,4,4,2084.58,31,24593.41
55,"F",2,"graduacao","nao informado","nao informado","blue",41,6,2,2,4268.37,69,7613.55
45,"M",4,"nao informado","casado","$120K +","blue",31,1,3,4,1697.4,47,26107.69
53,"F",1,"mestrado","solteiro","menos que $40K","blue",36,3,4,2,1635.77,41,4287.11
57,"M",1,"mestrado","solteiro","$60K - $80K","blue",44,3,2,3,3677.65,66,9843.37
50,"M",2,"ensino medio","casado","$60K - $80K","blue",32,3,3,1,3910.81,66,10733.18
41,"M",3,"mestrado","solteiro","$80K - $120K","blue",30,3,0,2,3642.59,69,3460.97
46,"F",2,"graduacao","solteiro","menos que $40K","blue",36,6,4,1,3760.39,69,1996.84
49,"M",2,"ensino medio","casado","$60K - $80K","blue",38,5,1,2,3918.65,70,5536.32
31,"F",0,"mestrado","divorciado","nao informado","blue",26,3,3,3,4331.19,89,1469.97
54,"M",2,"doutorado","solteiro","$120K +","blue",45,3,4,1,4844.23,58,5597.3
51,"F",3,"graduacao","solteiro","menos que $40K","blue",36,3,3,3,1853.71,40,8960.48
52,"M",4,"sem educacao formal","casado","$60K - $80K","blue",42,3,0,2,4003.26,64,5693.73
43,"M",3,"mestrado","solteiro","menos que $40K","blue",31,3,2,1,3939.34,84,4098.98
44,"M",3,"ensino medio","solteiro","$80K - $120K","blue",35,3,4,3,3920.27,85,18358.32
44,"M",0,"ensino medio","solteiro","$40K - $60K","blue",33,5,3,1,3945.79,65,2337.72
51,"M",3,"ensino medio","casado","$60K - $80K","blue",31,3,3,3,2031.3,53,8989.28
51,"F",2,"sem educacao formal","casado","menos que $40K","blue",43,6,3,2,3210.62,52,2124.56
55,"F",3,"mestrado","solteiro","menos que $40K","blue",48,4,2,3,4641.56,65,3968.11
42,"M",3,"ensino medio","nao informado","$40K - $60K","blue",37,6,4,2,3247.15,69,2793
53,"M",3,"sem educacao formal","divorciado","$60K - $80K","blue",33,4,2,2,3503.06,68,13513.96
43,"M",3,"mestrado","solteiro","$80K - $120K","blue",33,3,2,3,3475.73,82,16351.22
51,"M",1,"mestrado","solteiro","$60K - $80K","blue",43,5,4,2,3690.16,76,9619.48
56,"M",3,"ensino medio","solteiro","$80K - $120K","blue",44,5,0,2,4137.35,72,19030.64
44,"F",4,"nao informado","casado","menos que $40K","blue",36,4,4,1,4007,82,2107.42
55,"F",1,"mestrado","solteiro","menos que $40K","blue",42,6,2,3,4528.62,75,2517.23
41,"F",4,"mestrado","casado","$40K - $60K","blue",36,3,3,2,4337.14,82,3179.58
48,"F",3,"nao informado","divorciado","menos que $40K","blue",36,5,4,1,4128.17,72,3968.02
45,"M",3,"mestrado","divorciado","$60K - $80K","blue",35,6,2,3,3555.26,75,5065.27
65,"F",0,"graduacao","solteiro","menos que $40K","silver",56,3,3,4,2291.62,39,10885.54
46,"M",3,"graduacao","casado","$80K - $120K","blue",26,6,3,2,2299.27,40,1438.54
52,"M",0,"mestrado","solteiro","$60K - $80K","blue",46,4,4,2,3889.15,60,10817.06
65,"F",0,"graduacao","divorciado","nao informado","blue",56,5,3,2,3998.94,70,13666.59
49,"M",3,"graduacao","casado","$80K - $120K","blue",37,5,2,1,5228.33,93,2149.07
50,"F",2,"mestrado","casado","$40K - $60K","blue",40,3,4,1,1654.59,30,7191.31
52,"F",2,"nao informado","solteiro","menos que $40K","blue",45,5,2,2,4295.44,77,2155.72
42,"F",3,"nao informado","casado","nao informado","blue",34,6,2,3,3523.4,79,5395.13
50,"F",1,"ensino medio","casado","menos que $40K","blue",44,4,1,2,4613.03,72,3222.55
27,"F",0,"mestrado","casado","menos que $40K","blue",17,4,2,2,5146.83,78,2042.6
37,"F",2,"mestrado","solteiro","menos que $40K","blue",36,2,0,3,2729.96,45,1610.86
42,"F",2,"doutorado","nao informado","menos que $40K","blue",31,3,2,2,2306.68,46,3809.18
43,"F",3,"nao informado","nao informado","menos que $40K","blue",24,6,4,1,3829.13,55,5544.43
37,"F",1,"sem educacao formal","solteiro","menos que $40K","blue",28,6,4,3,4539.96,89,2388.43
49,"F",4,"ensino medio","casado","menos que $40K","blue",42,4,4,1,4597.78,80,2473.85
42,"M",3,"sem educacao formal","casado","$40K - $60K","blue",32,3,2,3,4323.17,72,13103.7
48,"F",5,"ensino medio","solteiro","$40K - $60K","blue",42,5,2,1,4030.33,86,2465.08
52,"F",2,"mestrado","solteiro","$40K - $60K","blue",33,5,2,2,4451.06,70,6081.38
45,"M",2,"nao informado","solteiro","$60K - $80K","blue",30,3,3,1,3904.15,72,21815.49
49,"M",1,"ensino medio","casado","$80K - $120K","silver",37,4,2,3,3924.63,65,34516.43
38,"M",3,"graduacao","solteiro","$40K - $60K","blue",19,1,4,2,2256.65,40,3458.29
50,"F",0,"ensino medio","solteiro","$40K - $60K","blue",39,5,2,3,4240.23,73,8264.99
65,"F",0,"sem educacao formal","solteiro","menos que $40K","blue",50,3,4,4,2799.69,49,1697.36
50,"M",3,"graduacao","solteiro","$40K - $60K","blue",36,3,2,2,2909.62,58,3069.58
46,"M",2,"graduacao","solteiro","$80K - $120K","blue",38,2,2,3,1760.7,40,10309.52
43,"M",4,"ensino medio","solteiro","$60K - $80K","blue",36,4,3,3,1939.01,30,4983.9
42,"M",4,"mestrado","casado","$120K +","blue",24,3,3,2,4792.03,69,3103.5
45,"F",3,"ensino medio","solteiro","$40K - $60K","blue",36,3,1,1,2978.55,61,1663.85
55,"F",0,"mestrado","solteiro","menos que $40K","blue",36,6,1,1,4557.94,94,2695.22
50,"F",4,"doutorado","casado","nao informado","blue",41,6,4,3,3445.01,76,18178.45
50,"M",3,"mestrado","solteiro","$60K - $80K","blue",42,4,3,2,3206.34,54,14782.53
54,"F",3,"sem educacao formal","solteiro","$40K - $60K","blue",41,3,3,1,4361.21,75,2488.64
45,"F",2,"mestrado","solteiro","nao informado","blue",36,4,1,1,4964.11,82,1785.94
45,"F",4,"ensino medio","divorciado","$40K - $60K","blue",31,5,4,2,4136.92,77,4701.91
39,"F",2,"mestrado","casado","menos que $40K","blue",28,4,0,3,4089.04,73,1438.17
45,"F",3,"ensino medio","casado","menos que $40K","blue",27,4,2,3,2005.31,32,2826.19
52,"F",0,"graduacao","casado","$40K - $60K","blue",45,4,1,2,4932.13,67,4597.3
33,"F",1,"mestrado","casado","menos que $40K","blue",21,5,2,3,4730.07,82,2591.03
40,"M",2,"mestrado","casado","$40K - $60K","blue",36,5,2,2,3407.27,61,2494.79
61,"M",1,"sem educacao formal","solteiro","$40K - $60K","blue",36,6,1,1,3300.2,68,5039.89
48,"M",5,"ensino medio","casado","$40K - $60K","blue",39,3,1,3,2270.44,46,7897.07
50,"M",2,"mestrado","nao informado","$60K - $80K","blue",38,5,3,3,4054.58,72,4772.01
35,"F",0,"nao informado","casado","menos que $40K","blue",24,5,1,3,5211.96,90,3436.94
50,"F",1,"mestrado","solteiro","$40K - $60K","blue",37,3,0,1,4100.14,67,12064.66
53,"M",3,"mestrado","solteiro","$80K - $120K","blue",46,5,3,2,4030.98,73,9065.75
49,"M",1,"nao informado","solteiro","$80K - $120K","blue",36,6,4,3,2512.9,45,34516.81
45,"M",3,"mestrado","nao informado","$60K - $80K","blue",35,3,3,3,4326.35,81,10290.68
52,"F",2,"graduacao","nao informado","menos que $40K","blue",44,4,3,1,4831.47,78,3433.96
40,"M",3,"nao informado","casado","$120K +","silver",30,6,2,3,2922.77,71,34516.96
45,"F",4,"doutorado","casado","menos que $40K","blue",36,5,2,1,4200.32,67,3240.65
50,"F",1,"doutorado","solteiro","menos que $40K","blue",39,4,2,2,4379.09,64,1438.07
51,"F",2,"nao informado","casado","menos que $40K","blue",39,3,2,1,4156.51,77,6462.84
60,"F",1,"mestrado","solteiro","nao informado","blue",36,6,3,1,4157.05,71,4408.51
50,"F",2,"sem educacao formal","casado","$40K - $60K","blue",36,1,1,3,1863.11,42,1438.41
46,"F",4,"sem educacao formal","casado","menos que $40K","blue",36,3,3,3,1517.29,38,1438.06
50,"F",2,"nao informado","casado","nao informado","blue",39,3,1,2,1764.27,30,1773.86
52,"M",3,"sem educacao formal","solteiro","$80K - $120K","blue",46,4,2,1,3646.94,66,4555.46
54,"M",4,"mestrado","solteiro","$80K - $120K","blue",36,4,3,2,3709.31,66,30666.02
53,"M",2,"graduacao","solteiro","$80K - $120K","blue",42,4,2,2,4241.06,77,1575.66
53,"M",1,"mestrado","solteiro","$120K +","blue",38,4,3,3,3822.2,69,1891.85
40,"M",4,"sem educacao formal","casado","$120K +","blue",24,4,2,2,3455.79,72,16634.29
50,"F",1,"mestrado","casado","nao informado","blue",43,6,2,1,3873.93,72,7985.21
45,"M",1,"graduacao","nao informado","$120K +","blue",32,3,3,1,3914.33,70,3304.51
40,"F",3,"mestrado","casado","$40K - $60K","blue",20,5,2,2,5158.7,68,6247.38
36,"M",3,"sem educacao formal","casado","$40K - $60K","blue",25,6,4,2,4142.57,74,3645.32
62,"M",0,"ensino medio","solteiro","nao informado","blue",36,3,3,3,4206.75,75,21329.3
35,"F",3,"mestrado","casado","$40K - $60K","blue",36,4,4,1,4272.77,83,7234.61
47,"F",2,"ensino medio","solteiro","menos que $40K","blue",35,4,3,2,4113.62,83,2262.1
40,"M",4,"nao informado","nao informado","menos que $40K","blue",27,5,0,3,4655.01,82,1438.1
45,"F",4,"graduacao","casado","menos que $40K","blue",36,5,3,2,4647.18,81,4187.06
48,"M",2,"ensino medio","casado","$80K - $120K","blue",32,1,4,2,2228.83,37,16362.06
59,"M",1,"mestrado","solteiro","$120K +","blue",53,6,2,2,4333.61,70,34516.3
44,"M",4,"graduacao","casado","$60K - $80K","blue",28,4,2,2,3383.43,67,2748.77
38,"M",3,"doutorado","casado","$80K - $120K","blue",32,3,3,2,4306.86,77,5242.38
43,"M",5,"mestrado","casado","$60K - $80K","blue",35,4,0,3,3789.21,70,21585.19
31,"F",0,"mestrado","casado","nao informado","blue",36,4,2,2,4226.16,73,2488.83
50,"F",3,"doutorado","solteiro","menos que $40K","blue",39,6,3,1,4401.22,60,9966.98
45,"F",2,"ensino medio","solteiro","nao informado","blue",37,4,4,2,2761.76,57,27804.02
45,"M",5,"ensino medio","casado","$60K - $80K","blue",37,3,3,1,3386.82,65,15626.07
47,"M",5,"ensino medio","solteiro","$80K - $120K","blue",37,3,4,4,1575.61,23,18800.95
49,"M",4,"mestrado","solteiro","$80K - $120K","blue",36,5,3,1,4150.11,75,1963.62
43,"F",3,"sem educacao formal","casado","menos que $40K","blue",30,1,4,3,1915.87,44,4579.33
43,"M",1,"mestrado","solteiro","$60K - $80K","silver",31,4,3,3,3101.02,73,25824.81
48,"M",4,"doutorado","nao informado","$80K - $120K","blue",40,3,2,2,4422.18,64,3429.58
59,"M",1,"sem educacao formal","solteiro","$40K - $60K","silver",49,3,2,2,3109.16,48,15809.85
47,"F",2,"nao informado","solteiro","menos que $40K","blue",32,6,3,1,4274.08,68,2493.86
48,"M",2,"nao informado","casado","$80K - $120K","blue",37,4,3,3,3520.91,69,6593.54
53,"F",3,"mestrado","solteiro","$40K - $60K","blue",40,6,2,3,2314.37,43,1625.63
53,"F",2,"mestrado","solteiro","$40K - $60K","blue",36,2,2,3,1464.82,32,2121.86
40,"F",2,"nao informado","casado","menos que $40K","blue",34,3,3,3,4220.17,71,4757.4
42,"F",3,"doutorado","solteiro","menos que $40K","blue",18,5,4,3,1402.89,38,8668.78
50,"M",2,"ensino medio","casado","$60K - $80K","blue",43,6,4,3,4233.96,71,21869.5
45,"F",4,"mestrado","nao informado","menos que $40K","blue",34,5,2,4,4114.35,66,2480.5
49,"M",3,"ensino medio","solteiro","$60K - $80K","blue",40,3,2,4,3529.04,84,8190.36
55,"F",2,"graduacao","casado","menos que $40K","blue",45,5,4,2,4134.77,78,1850.67
46,"F",1,"sem educacao formal","divorciado","menos que $40K","blue",36,5,3,3,4421.09,74,2483.58
40,"F",4,"nao informado","casado","menos que $40K","blue",30,6,2,3,4455.82,77,2925.57
49,"F",3,"doutorado","casado","menos que $40K","blue",29,3,2,4,1695.4,38,7066.25
48,"M",4,"ensino medio","casado","$40K - $60K","blue",40,5,2,1,3942.1,65,2514.42
50,"M",0,"sem educacao formal","casado","$60K - $80K","blue",46,4,3,1,3756.11,70,3640.93
50,"F",2,"doutorado","casado","$40K - $60K","blue",36,3,3,2,2281.42,37,5527.67
45,"M",2,"graduacao","casado","$80K - $120K","blue",36,6,3,1,4503.68,77,31625.48
57,"M",2,"ensino medio","solteiro","$80K - $120K","blue",52,6,4,3,4218.57,66,32409.86
44,"M",2,"nao informado","solteiro","$60K - $80K","blue",30,6,2,2,2840.09,63,9827.57
50,"F",1,"mestrado","casado","menos que $40K","blue",38,4,3,1,5237.44,76,2623.26
42,"M",2,"ensino medio","nao informado","$40K - $60K","blue",37,6,3,2,4106.19,81,2993.61
37,"M",2,"graduacao","solteiro","$80K - $120K","blue",36,3,2,2,4389.36,84,12944.47
54,"M",2,"sem educacao formal","casado","$60K - $80K","blue",34,5,4,1,4465.27,63,6401.63
43,"M",3,"mestrado","divorciado","$80K - $120K","blue",36,4,0,1,4024.89,62,5506.01
52,"M",1,"mestrado","solteiro","$80K - $120K","blue",44,3,1,3,1737.24,38,34516.58
46,"M",4,"graduacao","solteiro","$60K - $80K","blue",41,3,1,1,3160.84,59,17673.38
43,"F",3,"nao informado","solteiro","$40K - $60K","blue",34,5,4,3,4171.44,80,2656.94
46,"M",2,"ensino medio","nao informado","menos que $40K","blue",37,3,1,1,4434.46,81,6118.11
45,"M",1,"nao informado","divorciado","$40K - $60K","silver",31,3,1,1,3381.09,51,17437.34
50,"F",1,"graduacao","casado","nao informado","blue",37,2,3,2,2177,40,1461.09
55,"F",4,"sem educacao formal","divorciado","$40K - $60K","blue",43,5,2,3,4671.06,69,1965.54
51,"M",3,"nao informado","solteiro","$60K - $80K","silver",45,3,4,2,1481.92,20,30899.51
48,"M",3,"doutorado","casado","$60K - $80K","blue",36,3,1,2,3779.41,78,8876.82
44,"M",4,"nao informado","casado","$60K - $80K","blue",38,3,3,1,4382.02,88,2440.67
50,"F",1,"ensino medio","casado","menos que $40K","blue",45,5,4,3,4533.47,69,1652.37
46,"M",4,"ensino medio","casado","$80K - $120K","blue",37,3,3,2,3718.68,66,15535.95
52,"M",3,"sem educacao formal","nao informado","$120K +","blue",46,2,4,4,1097.88,28,13354.4
49,"M",1,"mestrado","solteiro","$120K +","blue",36,6,4,2,2138.1,43,26723.04
55,"F",2,"mestrado","divorciado","menos que $40K","blue",49,5,4,1,3495.11,64,3949.08
49,"M",4,"mestrado","casado","$60K - $80K","blue",39,3,2,2,4228.55,70,5937.37
40,"M",4,"doutorado","solteiro","nao informado","blue",24,3,4,2,3142.53,62,18806.99
45,"F",3,"ensino medio","solteiro","nao informado","blue",35,3,6,2,1801.65,48,3512.84
44,"F",3,"doutorado","casado","menos que $40K","blue",36,4,0,3,2959.73,63,1975.52
41,"F",4,"sem educacao formal","casado","menos que $40K","blue",33,5,3,2,4713.42,77,2888.7
47,"F",4,"graduacao","solteiro","menos que $40K","blue",36,2,3,2,2385.59,33,2263.53
38,"M",1,"mestrado","nao informado","$80K - $120K","blue",36,3,4,3,3587.23,66,26792.05
52,"M",4,"mestrado","casado","$60K - $80K","blue",36,4,3,1,2108.47,51,9375.65
48,"F",2,"nao informado","divorciado","menos que $40K","blue",35,3,4,1,1757.06,35,2806.69
41,"F",2,"ensino medio","divorciado","menos que $40K","blue",28,4,2,2,2180.22,46,1478.54
53,"M",3,"sem educacao formal","solteiro","$60K - $80K","blue",36,6,2,2,4421.02,74,6836.35
47,"M",4,"nao informado","divorciado","$80K - $120K","blue",28,6,3,1,2108.5,47,8757.1
40,"M",3,"mestrado","casado","$60K - $80K","blue",29,6,2,3,4583.86,87,10529.15
61,"M",0,"ensino medio","solteiro","$40K - $60K","blue",49,6,4,1,5224.81,85,2122.7
45,"F",3,"doutorado","casado","nao informado","blue",38,5,1,2,4053.24,85,2883.18
56,"F",1,"mestrado","solteiro","$40K - $60K","blue",37,2,3,4,1542.79,45,2339.49
57,"F",3,"mestrado","nao informado","menos que $40K","blue",47,6,1,3,4239,69,5225.58
48,"M",2,"mestrado","casado","$40K - $60K","blue",41,5,4,2,2144.37,42,2582.82
60,"M",1,"mestrado","solteiro","$80K - $120K","blue",55,6,1,2,3598.54,72,11524.06
49,"F",4,"ensino medio","solteiro","nao informado","blue",36,3,4,3,4010.48,69,13039.96
50,"F",4,"mestrado","solteiro","nao informado","blue",41,5,3,3,2281.56,41,2509.38
65,"M",1,"doutorado","solteiro","$40K - $60K","blue",56,5,2,2,3953.84,69,1456.78
57,"M",2,"nao informado","solteiro","$120K +","blue",44,5,2,1,4734.11,83,5612.38
51,"F",3,"ensino medio","casado","menos que $40K","blue",35,6,3,1,4626.55,78,3025.54
40,"F",5,"mestrado","solteiro","menos que $40K","blue",29,3,4,2,4256.49,69,4205.68
55,"M",1,"graduacao","solteiro","$120K +","blue",42,6,3,2,4313.83,72,3515.4
52,"M",2,"sem educacao formal","solteiro","$120K +","blue",44,6,2,3,4551,65,26174.68
44,"F",4,"mestrado","casado","menos que $40K","blue",25,5,2,3,5428.06,85,1602.67
49,"F",4,"sem educacao formal","casado","nao informado","blue",36,4,3,1,4305.34,63,29939.12
49,"F",2,"graduacao","casado","menos que $40K","blue",41,3,3,1,4450.37,68,2115.51
42,"M",3,"mestrado","casado","$60K - $80K","blue",30,2,3,2,2431.6,37,5298.88
56,"F",3,"mestrado","solteiro","menos que $40K","blue",49,4,1,3,4269.68,88,2433.76
60,"F",1,"sem educacao formal","divorciado","menos que $40K","blue",49,5,2,2,4673.02,59,1443.27
50,"M",1,"ensino medio","solteiro","$120K +","blue",37,4,4,1,4134.35,60,9758.89
42,"M",3,"mestrado","casado","$80K - $120K","blue",34,6,0,3,3740.95,55,4562.35
65,"F",1,"nao informado","solteiro","nao informado","blue",46,3,2,3,4022.97,61,1438.81
41,"F",3,"graduacao","solteiro","nao informado","blue",36,4,4,2,4342.6,72,4210.74
57,"F",3,"sem educacao formal","solteiro","menos que $40K","blue",51,3,3,0,2113.46,38,1438.32
48,"M",4,"mestrado","casado","$120K +","blue",39,4,4,2,5031.21,79,24931.35
47,"M",4,"graduacao","casado","$80K - $120K","blue",33,3,3,1,4768.5,81,8854.94
62,"F",0,"mestrado","divorciado","menos que $40K","blue",56,3,1,1,4027.42,75,2230.86
46,"M",4,"ensino medio","casado","$80K - $120K","blue",38,5,2,1,3475.44,52,28327.52
56,"F",2,"sem educacao formal","solteiro","nao informado","blue",36,5,4,3,3673.03,72,2500.93
41,"M",3,"ensino medio","solteiro","$60K - $80K","blue",33,4,3,1,4611.62,91,9246.78
43,"F",3,"mestrado","casado","$40K - $60K","blue",28,5,3,3,3504.45,60,11155.7
43,"M",3,"nao informado","solteiro","$120K +","blue",30,4,3,2,3778.85,84,11926.81
54,"M",3,"mestrado","solteiro","$40K - $60K","blue",44,6,3,3,2050.23,51,5501.94
45,"F",4,"mestrado","solteiro","menos que $40K","blue",40,3,1,2,4812.09,77,2110.51
49,"M",4,"sem educacao formal","casado","$60K - $80K","blue",34,5,2,3,3734.75,74,12994.9
52,"F",2,"nao informado","casado","nao informado","blue",45,3,2,1,3226.08,63,29551.07
46,"M",2,"mestrado","solteiro","$80K - $120K","blue",36,2,2,2,2027.48,39,5054.04
45,"F",2,"mestrado","nao informado","menos que $40K","blue",28,6,3,2,4674.41,67,3136.98
43,"F",2,"ensino medio","nao informado","nao informado","blue",35,3,4,3,4430.51,69,6109.94
49,"M",2,"ensino medio","casado","$80K - $120K","blue",36,4,1,3,5189.8,82,3989.3
33,"F",1,"mestrado","nao informado","menos que $40K","blue",13,3,3,1,4006.19,65,3315.89
52,"M",2,"mestrado","casado","$80K - $120K","silver",45,5,2,4,2275.26,46,34516.09
40,"F",2,"sem educacao formal","casado","menos que $40K","blue",28,3,2,2,4455.38,63,1794.63
51,"M",3,"nao informado","casado","$60K - $80K","blue",36,4,4,3,3464.49,64,5993.4
44,"F",3,"doutorado","divorciado","menos que $40K","blue",31,3,1,2,4128.71,82,8320.1
62,"F",1,"ensino medio","solteiro","menos que $40K","blue",36,2,4,3,1971.62,45,1930.02
45,"F",3,"nao informado","solteiro","menos que $40K","blue",32,5,0,3,4286.97,86,2329.96
55,"F",1,"sem educacao formal","solteiro","menos que $40K","blue",36,3,0,3,4436.03,73,1438.45
55,"M",3,"mestrado","solteiro","$40K - $60K","silver",45,2,1,3,2503.64,49,18128.87
48,"M",2,"nao informado","casado","$120K +","blue",35,3,4,3,4183.62,74,10642.03
38,"F",0,"sem educacao formal","casado","menos que $40K","blue",26,5,4,1,3766.9,63,2230.49
52,"F",1,"mestrado","nao informado","menos que $40K","blue",42,6,0,2,4058.43,88,6946.59
50,"F",2,"ensino medio","divorciado","nao informado","blue",39,5,4,2,5007.27,91,9716.62
58,"F",0,"nao informado","casado","nao informado","blue",36,6,1,3,3900.66,62,4377.19
42,"F",2,"nao informado","solteiro","$40K - $60K","blue",34,3,3,3,2257.55,51,2516.85
52,"M",2,"ensino medio","solteiro","$120K +","blue",46,4,4,2,4037.68,87,34516.69
55,"F",3,"graduacao","solteiro","menos que $40K","blue",43,6,4,3,4564.49,82,1844.8
48,"M",3,"graduacao","divorciado","$60K - $80K","blue",39,4,2,3,4288.87,47,13233.03
41,"M",4,"nao informado","casado","$80K - $120K","silver",31,5,2,2,2589.21,57,34516.22
48,"F",2,"sem educacao formal","casado","$40K - $60K","blue",36,3,4,3,4004.98,76,1593.89
50,"F",1,"mestrado","casado","menos que $40K","blue",41,4,3,2,3553.05,63,8589.12
53,"F",3,"ensino medio","solteiro","$40K - $60K","blue",47,1,4,3,2279.48,46,1714.39
46,"M",3,"doutorado","nao informado","$120K +","blue",36,6,2,1,3631.95,67,1438.22
50,"F",4,"mestrado","casado","menos que $40K","blue",36,6,2,2,4668.93,69,2433.02
47,"M",4,"sem educacao formal","casado","$80K - $120K","blue",40,5,4,2,3370.14,69,21148.71
65,"F",0,"nao informado","divorciado","menos que $40K","blue",50,3,3,3,4070.04,63,7487.83
47,"F",4,"mestrado","divorciado","menos que $40K","blue",42,1,3,3,1860.56,43,5798.86
52,"M",3,"sem educacao formal","solteiro","$80K - $120K","blue",40,6,2,3,4223.69,81,34516.48
52,"F",0,"mestrado","casado","nao informado","blue",37,6,2,2,4921.72,81,7608.06
44,"F",4,"mestrado","casado","menos que $40K","blue",31,3,4,3,1973.66,42,2184.88
35,"F",1,"ensino medio","solteiro","menos que $40K","blue",26,3,2,3,4530.46,72,2189.42
50,"M",2,"graduacao","solteiro","$80K - $120K","blue",44,5,4,2,2131.28,41,3495.19
52,"F",3,"ensino medio","casado","$40K - $60K","blue",47,2,3,2,2409.75,38,8018.93
41,"M",3,"nao informado","casado","$80K - $120K","blue",22,3,4,3,1874.21,42,20543.93
62,"F",0,"ensino medio","solteiro","nao informado","blue",50,6,2,2,4273.88,87,18819.07
49,"M",3,"nao informado","casado","$60K - $80K","blue",36,6,4,2,3748.16,79,17811.19
